excel_unit_text,excel_drug_name,excel_price_yen,excel_strength
錠,コハク酸ソリフェナシン,33,5ｍｇ1錠
錠,コハク酸ソリフェナシン,33,5ｍｇ1錠
錠,イミダフェナシン,42.2,0．1ｍｇ1錠
錠,イミダフェナシン,47.1,0．1ｍｇ1錠
錠,イミダフェナシン,16.3,0．1ｍｇ1錠
錠,イミダフェナシン,16.3,0．1ｍｇ1錠
錠,イミダフェナシン,16.3,0．1ｍｇ1錠
錠,イミダフェナシン,16.3,0．1ｍｇ1錠
錠,イミダフェナシン,42.2,0．1ｍｇ1錠
錠,イミダフェナシン,47.1,0．1ｍｇ1錠
錠,イミダフェナシン,16.3,0．1ｍｇ1錠
錠,イミダフェナシン,16.3,0．1ｍｇ1錠
錠,イミダフェナシン,16.3,0．1ｍｇ1錠
錠,イミダフェナシン,16.3,0．1ｍｇ1錠
錠,イミダフェナシン,16.3,0．1ｍｇ1錠
錠,イミダフェナシン,17.8,0．1ｍｇ1錠
錠,イミダフェナシン,16.3,0．1ｍｇ1錠
錠,ミラベグロン,83.8,25ｍｇ1錠
錠,ミラベグロン,141.7,50ｍｇ1錠
錠,フェソテロジンフマル酸塩,135,4ｍｇ1錠
錠,フェソテロジンフマル酸塩,200.8,8ｍｇ1錠
錠,タダラフィル,51.2,2．5ｍｇ1錠
錠,タダラフィル,31.1,2．5ｍｇ1錠
錠,タダラフィル,16.9,2．5ｍｇ1錠
錠,タダラフィル,16.9,2．5ｍｇ1錠
錠,タダラフィル,16.9,2．5ｍｇ1錠
錠,タダラフィル,16.9,2．5ｍｇ1錠
錠,タダラフィル,16.9,2．5ｍｇ1錠
錠,タダラフィル,16.9,2．5ｍｇ1錠
錠,タダラフィル,16.9,2．5ｍｇ1錠
錠,タダラフィル,16.9,2．5ｍｇ1錠
錠,タダラフィル,96.2,5ｍｇ1錠
錠,タダラフィル,65.1,5ｍｇ1錠
錠,タダラフィル,34.7,5ｍｇ1錠
錠,タダラフィル,34.7,5ｍｇ1錠
錠,タダラフィル,34.7,5ｍｇ1錠
錠,タダラフィル,34.7,5ｍｇ1錠
錠,タダラフィル,34.7,5ｍｇ1錠
錠,タダラフィル,34.7,5ｍｇ1錠
錠,タダラフィル,34.7,5ｍｇ1錠
錠,タダラフィル,34.7,5ｍｇ1錠
錠,タダラフィル,28.8,2．5ｍｇ1錠
錠,タダラフィル,34.7,5ｍｇ1錠
錠,タダラフィル,1078.3,5ｍｇ1錠
錠,タダラフィル,1233.5,10ｍｇ1錠
錠,タダラフィル,1300.6,20ｍｇ1錠
錠,ビベグロン,146.1,50ｍｇ1錠
錠,シルデナフィルクエン酸塩,775,25ｍｇ1錠
錠,シルデナフィルクエン酸塩,1150.2,50ｍｇ1錠
錠,シルデナフィルクエン酸塩,974.6,25ｍｇ1錠
錠,シルデナフィルクエン酸塩,1404.1,50ｍｇ1錠
錠,オオウメガサソウエキス・ハコヤナギエキス配合剤,6.1,1錠
錠,オオウメガサソウエキス・ハコヤナギエキス配合剤,25.5,1錠
錠,オオウメガサソウエキス・ハコヤナギエキス配合剤,6.1,1錠
錠,メトキサレン,148.2,10ｍｇ1錠
錠,ジアフェニルスルホン,76.3,25ｍｇ1錠
錠,セファランチン,43.5,1％1ｇ
錠,セファランチン,6.2,1ｍｇ1錠
錠,ガンマオリザノール,6.5,20％1ｇ
錠,ガンマオリザノール,6.3,25ｍｇ1錠
錠,ガンマオリザノール,6.9,50ｍｇ1錠
錠,ガンマオリザノール,5.9,50ｍｇ1錠
錠,プロプラノロール塩酸塩,252.5,0．375％1ｍＬ
錠,ビタミンＡ,16.6,10，000単位1ｇ
錠,ビタミンＡ,7.4,10，000単位1錠
錠,レチノールパルミチン酸エステル,208.8,30，000単位1ｍＬ
錠,アルファカルシドール,36.9,1μｇ1ｇ
錠,アルファカルシドール,8.3,0．25μｇ1錠
錠,アルファカルシドール,6.1,0．25μｇ1錠
錠,アルファカルシドール,8.5,0．5μｇ1錠
錠,アルファカルシドール,6.1,0．5μｇ1錠
錠,アルファカルシドール,11.4,1μｇ1錠
錠,アルファカルシドール,6.1,1μｇ1錠
錠,アルファカルシドール,6.1,0．25μｇ1カプセル
錠,アルファカルシドール,6.7,0．25μｇ1カプセル
錠,アルファカルシドール,6.1,0．25μｇ1カプセル
錠,アルファカルシドール,6.1,0．5μｇ1カプセル
錠,アルファカルシドール,6.9,0．5μｇ1カプセル
錠,アルファカルシドール,6.1,0．5μｇ1カプセル
錠,アルファカルシドール,6.1,1μｇ1カプセル
錠,アルファカルシドール,10.5,1μｇ1カプセル
錠,アルファカルシドール,6.1,1μｇ1カプセル
錠,アルファカルシドール,14.4,3μｇ1カプセル
錠,アルファカルシドール,26.1,3μｇ1カプセル
錠,アルファカルシドール,28,0．5μｇ1ｍＬ
錠,カルシトリオール,6.1,0．25μｇ1カプセル
錠,カルシトリオール,8.6,0．25μｇ1カプセル
錠,カルシトリオール,7.9,0．5μｇ1カプセル
錠,カルシトリオール,12.5,0．5μｇ1カプセル
錠,ファレカルシトリオール,151,0．15μｇ1錠
錠,ファレカルシトリオール,179.9,0．15μｇ1錠
錠,ファレカルシトリオール,225.4,0．3μｇ1錠
錠,ファレカルシトリオール,263.1,0．3μｇ1錠
錠,エルデカルシトール,28.4,0．5μｇ1錠
錠,エルデカルシトール,41,0．75μｇ1錠
錠,エルデカルシトール,28.4,0．5μｇ1カプセル
錠,エルデカルシトール,12.4,0．5μｇ1カプセル
錠,エルデカルシトール,12.4,0．5μｇ1カプセル
錠,エルデカルシトール,13.1,0．5μｇ1カプセル
錠,エルデカルシトール,41,0．75μｇ1カプセル
錠,エルデカルシトール,17.8,0．75μｇ1カプセル
錠,エルデカルシトール,17.8,0．75μｇ1カプセル
錠,エルデカルシトール,19.3,0．75μｇ1カプセル
錠,肝油,26.1,10ｇ
錠,エトレチナート,467.7,10ｍｇ1カプセル
錠,エトレチナート,1022.9,25ｍｇ1カプセル
錠,チアミン塩化物塩酸塩,7.7,0．1％1ｇ
錠,チアミン塩化物塩酸塩,7.3,1％1ｇ
錠,セトチアミン塩酸塩水和物,7.3,25ｍｇ1錠
錠,チアミンジスルフィド,6.1,10ｍｇ1錠
錠,ビスベンチアミン,6.1,25ｍｇ1錠
錠,フルスルチアミン,6.1,5ｍｇ1錠
錠,フルスルチアミン,6.1,25ｍｇ1錠
錠,フルスルチアミン,5.7,25ｍｇ1錠
錠,フルスルチアミン,6.2,50ｍｇ1錠
錠,リボフラビン酪酸エステル,9.5,10％1ｇ
錠,リボフラビン酪酸エステル,5.7,20ｍｇ1錠
錠,リボフラビン酪酸エステル,5.9,20ｍｇ1錠
錠,ニコチン酸アミド,10.7,10％1ｇ
錠,パンテチン,11.1,20％1ｇ
錠,パンテチン,9.5,20％1ｇ
錠,パンテチン,9.5,20％1ｇ
錠,パンテチン,21.6,50％1ｇ
錠,パンテチン,5.9,30ｍｇ1錠
錠,パンテチン,5.9,30ｍｇ1錠
錠,パンテチン,6.1,60ｍｇ1錠
錠,パンテチン,5.9,60ｍｇ1錠
錠,パンテチン,5.9,100ｍｇ1錠
錠,パンテチン,6.1,100ｍｇ1錠
錠,パンテチン,10.8,200ｍｇ1錠
錠,パントテン酸カルシウム,7.5,1ｇ
錠,ピリドキシン塩酸塩,30.3,1ｇ
錠,ピリドキシン塩酸塩,15.5,10％1ｇ
錠,ピリドキシン塩酸塩,5.9,30ｍｇ1錠
錠,ピリドキサールリン酸エステル水和物,5.9,10ｍｇ1錠
錠,ピリドキサールリン酸エステル水和物,5.9,10ｍｇ1錠
錠,ピリドキサールリン酸エステル水和物,6.1,20ｍｇ1錠
錠,ピリドキサールリン酸エステル水和物,5.9,20ｍｇ1錠
錠,ピリドキサールリン酸エステル水和物,5.9,30ｍｇ1錠
錠,ピリドキサールリン酸エステル水和物,6.1,30ｍｇ1錠
錠,葉酸,10.1,5ｍｇ1錠
錠,葉酸,43.2,10％1ｇ
錠,コバマミド,14.6,0．5ｍｇ1カプセル
錠,メコバラミン,13.4,0．1％500ｍｇ1包
錠,メコバラミン,5.9,0．25ｍｇ1錠
錠,メコバラミン,10.4,0．25ｍｇ1錠
錠,メコバラミン,5.9,0．5ｍｇ1錠
錠,メコバラミン,10.4,0．5ｍｇ1錠
錠,メコバラミン,5.9,0．25ｍｇ1カプセル
錠,アスコルビン酸,7.7,10％1ｇ
錠,アスコルビン酸,7.6,20％1ｇ
錠,アスコルビン酸,7.7,1ｇ
錠,アスコルビン酸,8.6,1ｇ
錠,アスコルビン酸,6.5,25％1ｇ
錠,トコフェロール酢酸エステル,8.3,20％1ｇ
錠,トコフェロール酢酸エステル,5.9,50ｍｇ1錠
錠,トコフェロール酢酸エステル,5.9,50ｍｇ1錠
錠,トコフェロール酢酸エステル,8.1,100ｍｇ1錠
錠,トコフェロール酢酸エステル,5.9,100ｍｇ1カプセル
錠,フィトナジオン,29.7,1％1ｇ
錠,フィトナジオン,12,5ｍｇ1錠
錠,フィトナジオン,8,5ｍｇ1錠
錠,フィトナジオン,5.9,5ｍｇ1錠
錠,メナテトレノン,12.5,5ｍｇ1カプセル
錠,メナテトレノン,10.7,15ｍｇ1カプセル
錠,メナテトレノン,14.4,15ｍｇ1カプセル
錠,メナテトレノン,23.7,0．2％1ｍＬ
錠,リボフラビン・ピリドキシン塩酸塩,6.1,1錠
錠,チアミンジスルフィド・Ｂ6・Ｂ12配合剤,5.7,1カプセル
錠,チアミンジスルフィド・Ｂ6・Ｂ12配合剤,6.1,1錠
錠,オクトチアミン・Ｂ2・Ｂ6・Ｂ12配合剤,6,1錠
錠,フルスルチアミン・Ｂ2・Ｂ6・Ｂ12配合剤,10.1,1錠
錠,フルスルチアミン・Ｂ2・Ｂ6・Ｂ12配合剤,6.1,1カプセル
錠,フルスルチアミン・Ｂ2・Ｂ6・Ｂ12配合剤,8,1カプセル
錠,ベンフォチアミン・Ｂ6・Ｂ12配合剤,18.1,1ｇ
錠,ベンフォチアミン・Ｂ6・Ｂ12配合剤,5.9,1カプセル
錠,ベンフォチアミン・Ｂ6・Ｂ12配合剤,6.1,1カプセル
錠,アスコルビン酸・パントテン酸カルシウム,6.5,1ｇ
錠,アスコルビン酸・パントテン酸カルシウム,6.5,1ｇ
錠,アスコルビン酸・パントテン酸カルシウム,6.4,1錠
錠,レチノール・カルシフェロール配合剤,6.5,1ｇ
錠,ビオチン,7.1,0．2％1ｇ
錠,ビオチン,6.7,0．2％1ｇ
錠,ビオチン,6.6,0．1％1ｇ
錠,乳酸カルシウム水和物,38.4,10ｇ
錠,乳酸カルシウム水和物,41.7,10ｇ
錠,グルコン酸カルシウム水和物,7.5,1ｇ
錠,Ｌ－アスパラギン酸カルシウム水和物,5.9,200ｍｇ1錠
錠,Ｌ－アスパラギン酸カルシウム水和物,5.9,200ｍｇ1錠
錠,Ｌ－アスパラギン酸カルシウム水和物,5.9,200ｍｇ1錠
錠,塩化カルシウム水和物,17.1,10ｇ
錠,リン酸水素カルシウム水和物,15.8,10ｇ
錠,沈降炭酸カルシウム・コレカルシフェロール・炭酸マグネシウム,11.3,1錠
錠,ヨウ化カリウム,7.7,1ｇ
錠,ヨウ化カリウム,11.3,1ｇ
錠,ヨウ化カリウム,14.5,1ｇ
錠,ヨウ化カリウム,8.1,1ｇ
錠,ヨウ化カリウム,5.9,50ｍｇ1丸
錠,ヨウ素レシチン,7.9,200μｇ1ｇ
錠,ヨウ素レシチン,6.1,100μｇ1錠
錠,硫酸鉄水和物,6.1,105ｍｇ1錠
錠,溶性ピロリン酸第二鉄,6.4,1ｍＬ
錠,クエン酸第一鉄ナトリウム,9.4,1ｇ
錠,クエン酸第一鉄ナトリウム,9.8,1ｇ
錠,クエン酸第一鉄ナトリウム,5.9,鉄50ｍｇ1錠
錠,クエン酸第一鉄ナトリウム,6.1,鉄50ｍｇ1錠
錠,クエン酸第一鉄ナトリウム,6.2,鉄50ｍｇ1錠
錠,クエン酸第一鉄ナトリウム,6.2,鉄50ｍｇ1錠
錠,塩化カリウム,7.8,10ｇ
錠,塩化カリウム,13.7,10ｇ
錠,塩化カリウム,6.1,600ｍｇ1錠
錠,塩化カリウム,14.9,10％10ｍＬ
錠,酢酸カリウム,5.9,10ｍＬ
錠,Ｌ－アスパラギン酸カリウム,6.7,50％1ｇ
錠,Ｌ－アスパラギン酸カリウム,6.1,300ｍｇ1錠
錠,グルコン酸カリウム,6.7,カリウム4ｍＥｑ1ｇ
錠,グルコン酸カリウム,6.1,カリウム2．5ｍＥｑ1錠
錠,グルコン酸カリウム,6.9,カリウム5ｍＥｑ1錠
錠,ヒスチジン亜鉛水和物,232.9,50ｍｇ1錠
錠,ナトリウム・カリウム・マグネシウム配合剤,34.1,4ｇ1包
錠,ナトリウム・カリウム・マグネシウム配合剤,33.9,4ｇ1包
錠,アスパラギン酸カリウム・マグネシウム,6.1,（150ｍｇ）1錠
錠,リン酸二水素ナトリウム一水和物・無水リン酸水素二ナトリウム,71.1,100ｍｇ1包（リンとして）
錠,ブドウ糖,7.7,10ｇ
錠,ブドウ糖,8.9,10ｇ
錠,ブドウ糖,13.2,10ｇ
錠,果糖,9.4,1ｇ
錠,総合アミノ酸製剤,62.9,2．5ｇ1包
錠,総合アミノ酸製剤,25.2,1ｇ
錠,イソロイシン・ロイシン・バリン,53.2,4．74ｇ1包
錠,イソロイシン・ロイシン・バリン,134,4．15ｇ1包
錠,イソロイシン・ロイシン・バリン,164.6,20ｇ1個
錠,経腸成分栄養剤,58.6,10ｇ
錠,経腸成分栄養剤,86.7,10ｇ
錠,肝不全用成分栄養剤,88.8,10ｇ
錠,経腸成分栄養剤,7.1,10ｍＬ
錠,肝不全用成分栄養剤,42.3,10ｇ
錠,経腸成分栄養剤,9.1,10ｍＬ
錠,経腸成分栄養剤,9.1,10ｍＬ（混合調製後の内用液として）
錠,経腸成分栄養剤,10.7,10ｍＬ
錠,経腸成分栄養剤,10.7,10ｇ
錠,経腸成分栄養剤,8.3,10ｍＬ
錠,経腸成分栄養剤,14.1,10ｍＬ
錠,経腸成分栄養剤,14.4,10ｇ
錠,マルツエキス,6.5,1ｇ
錠,フェニルアラニン除去ミルク,14.3,1ｇ
錠,ロイシン・イソロイシン・バリン除去ミルク,14.3,1ｇ
錠,ブドウ酒,21.3,10ｍＬ
錠,ブドウ酒,32,10ｍＬ
錠,カルバゾクロムスルホン酸ナトリウム水和物,32.5,10％1ｇ
錠,カルバゾクロムスルホン酸ナトリウム水和物,8,10％1ｇ
錠,カルバゾクロムスルホン酸ナトリウム水和物,6.1,10ｍｇ1錠
錠,カルバゾクロムスルホン酸ナトリウム水和物,5.3,10ｍｇ1錠
錠,カルバゾクロムスルホン酸ナトリウム水和物,6.1,30ｍｇ1錠
錠,カルバゾクロムスルホン酸ナトリウム水和物,7.7,30ｍｇ1錠
錠,カルバゾクロムスルホン酸ナトリウム水和物,8.9,30ｍｇ1錠
錠,ゼラチン,17.4,10ｇ
錠,精製ゼラチン,17.4,10ｇ
錠,トロンビン,1268.6,10，000単位1ｇ1包
錠,トロンビン,1268.6,10，000単位1ｇ1包
錠,トロンビン,680.3,5，000単位0．5ｇ1包
錠,トロンビン,845.4,5，000単位0．5ｇ1包
錠,トラネキサム酸,10.3,50％1ｇ
錠,トラネキサム酸,10.4,250ｍｇ1錠
錠,トラネキサム酸,10.4,250ｍｇ1錠
錠,トラネキサム酸,11.9,500ｍｇ1錠
錠,トラネキサム酸,11.4,500ｍｇ1錠
錠,トラネキサム酸,10.4,250ｍｇ1カプセル
錠,トラネキサム酸,10.4,250ｍｇ1カプセル
錠,トラネキサム酸,4.5,5％1ｍＬ
錠,トラネキサム酸,3.6,5％1ｍＬ
錠,ワルファリンカリウム,19.6,0．2％1ｇ
錠,ワルファリンカリウム,19.6,0．2％1ｇ
錠,ワルファリンカリウム,10.4,1ｍｇ1錠
錠,ワルファリンカリウム,12.5,1ｍｇ1錠
錠,ワルファリンカリウム,10.4,5ｍｇ1錠
錠,ワルファリンカリウム,10.4,0．5ｍｇ1錠
錠,ワルファリンカリウム,14.7,0．5ｍｇ1錠
錠,ワルファリンカリウム,10.4,2ｍｇ1錠
錠,ダビガトランエテキシラートメタンスルホン酸塩,122.4,75ｍｇ1カプセル
錠,ダビガトランエテキシラートメタンスルホン酸塩,216.3,110ｍｇ1カプセル
錠,エドキサバントシル酸塩水和物,224.7,15ｍｇ1錠
錠,エドキサバントシル酸塩水和物,411.3,30ｍｇ1錠
錠,エドキサバントシル酸塩水和物,416.8,60ｍｇ1錠
錠,エドキサバントシル酸塩水和物,224.7,15ｍｇ1錠
錠,エドキサバントシル酸塩水和物,411.3,30ｍｇ1錠
錠,エドキサバントシル酸塩水和物,416.8,60ｍｇ1錠
錠,リバーロキサバン,373.3,10ｍｇ1包
錠,リバーロキサバン,480.3,15ｍｇ1包
錠,リバーロキサバン,331.6,10ｍｇ1錠
錠,リバーロキサバン,161.3,10ｍｇ1錠
錠,リバーロキサバン,161.3,10ｍｇ1錠
錠,リバーロキサバン,437.2,15ｍｇ1錠
錠,リバーロキサバン,226.7,15ｍｇ1錠
錠,リバーロキサバン,226.7,15ｍｇ1錠
錠,リバーロキサバン,331.6,10ｍｇ1錠
錠,リバーロキサバン,161.3,10ｍｇ1錠
錠,リバーロキサバン,161.3,10ｍｇ1錠
錠,リバーロキサバン,161.3,10ｍｇ1錠
錠,リバーロキサバン,161.3,10ｍｇ1錠
錠,リバーロキサバン,161.3,10ｍｇ1錠
錠,リバーロキサバン,161.3,10ｍｇ1錠
錠,リバーロキサバン,161.3,10ｍｇ1錠
錠,リバーロキサバン,442.3,15ｍｇ1錠
錠,リバーロキサバン,226.7,15ｍｇ1錠
錠,リバーロキサバン,226.7,15ｍｇ1錠
錠,リバーロキサバン,226.7,15ｍｇ1錠
錠,リバーロキサバン,226.7,15ｍｇ1錠
錠,リバーロキサバン,226.7,15ｍｇ1錠
錠,リバーロキサバン,226.7,15ｍｇ1錠
錠,リバーロキサバン,226.7,15ｍｇ1錠
錠,リバーロキサバン,120.1,2．5ｍｇ1錠
錠,リバーロキサバン,5705.2,51．7ｍｇ1瓶
錠,リバーロキサバン,9199.1,103．4ｍｇ1瓶
錠,アピキサバン,114.7,2．5ｍｇ1錠
錠,アピキサバン,207,5ｍｇ1錠
錠,チクロピジン塩酸塩,32.5,10％1ｇ
錠,チクロピジン塩酸塩,10.4,100ｍｇ1錠
錠,チクロピジン塩酸塩,12,100ｍｇ1錠
錠,シロスタゾール,163.8,20％1ｇ
錠,シロスタゾール,10.4,50ｍｇ1錠
錠,シロスタゾール,14.5,50ｍｇ1錠
錠,シロスタゾール,12.6,100ｍｇ1錠
錠,シロスタゾール,24.4,100ｍｇ1錠
錠,シロスタゾール,24.4,100ｍｇ1錠
錠,シロスタゾール,10.4,50ｍｇ1錠
錠,シロスタゾール,19.1,50ｍｇ1錠
錠,シロスタゾール,14.5,50ｍｇ1錠
錠,シロスタゾール,14.5,50ｍｇ1錠
錠,シロスタゾール,12.6,100ｍｇ1錠
錠,シロスタゾール,30.2,100ｍｇ1錠
錠,シロスタゾール,24.4,100ｍｇ1錠
錠,シロスタゾール,24.4,100ｍｇ1錠
錠,シロスタゾール,24.4,100ｍｇ1錠
錠,シロスタゾール,37.1,50ｍｇ1包
錠,シロスタゾール,44.7,100ｍｇ1包
錠,リマプロスト　アルファデクス,9.9,5μｇ1錠
錠,リマプロスト　アルファデクス,19.3,5μｇ1錠
錠,リマプロスト　アルファデクス,18.3,5μｇ1錠
錠,イコサペント酸エチル,12.5,300ｍｇ1カプセル
錠,イコサペント酸エチル,22,300ｍｇ1カプセル
錠,イコサペント酸エチル,14.6,300ｍｇ1カプセル
錠,イコサペント酸エチル,14.6,300ｍｇ1カプセル
錠,イコサペント酸エチル,15.1,300ｍｇ1包
錠,イコサペント酸エチル,21.1,300ｍｇ1包
錠,イコサペント酸エチル,29.4,600ｍｇ1包
錠,イコサペント酸エチル,35.7,600ｍｇ1包
錠,イコサペント酸エチル,41.2,900ｍｇ1包
錠,イコサペント酸エチル,46.2,900ｍｇ1包
錠,ベラプロストナトリウム,12.8,20μｇ1錠
錠,ベラプロストナトリウム,20.8,20μｇ1錠
錠,ベラプロストナトリウム,22.4,20μｇ1錠
錠,ベラプロストナトリウム,21.2,20μｇ1錠
錠,ベラプロストナトリウム,35.8,40μｇ1錠
錠,ベラプロストナトリウム,35.8,40μｇ1錠
錠,ベラプロストナトリウム,35.8,40μｇ1錠
錠,サルポグレラート塩酸塩,79.6,10％1ｇ
錠,サルポグレラート塩酸塩,17.9,50ｍｇ1錠
錠,サルポグレラート塩酸塩,34.1,50ｍｇ1錠
錠,サルポグレラート塩酸塩,27.5,50ｍｇ1錠
錠,サルポグレラート塩酸塩,28.5,50ｍｇ1錠
錠,サルポグレラート塩酸塩,28.6,100ｍｇ1錠
錠,サルポグレラート塩酸塩,52.6,100ｍｇ1錠
錠,サルポグレラート塩酸塩,34.2,100ｍｇ1錠
錠,サルポグレラート塩酸塩,34.2,100ｍｇ1錠
錠,アスピリン,5.9,100ｍｇ1錠
錠,クロピドグレル硫酸塩,10.4,25ｍｇ1錠
錠,クロピドグレル硫酸塩,26.3,25ｍｇ1錠
錠,クロピドグレル硫酸塩,12.7,25ｍｇ1錠
錠,クロピドグレル硫酸塩,14.8,25ｍｇ1錠
錠,クロピドグレル硫酸塩,14.8,25ｍｇ1錠
錠,クロピドグレル硫酸塩,14.8,25ｍｇ1錠
錠,クロピドグレル硫酸塩,14.8,25ｍｇ1錠
錠,クロピドグレル硫酸塩,14.8,25ｍｇ1錠
錠,クロピドグレル硫酸塩,12.7,25ｍｇ1錠
錠,クロピドグレル硫酸塩,15.2,25ｍｇ1錠
錠,クロピドグレル硫酸塩,12.7,25ｍｇ1錠
錠,クロピドグレル硫酸塩,16,25ｍｇ1錠
錠,クロピドグレル硫酸塩,16,25ｍｇ1錠
錠,クロピドグレル硫酸塩,58.2,75ｍｇ1錠
錠,クロピドグレル硫酸塩,31.9,75ｍｇ1錠
錠,クロピドグレル硫酸塩,31.9,75ｍｇ1錠
錠,クロピドグレル硫酸塩,31.9,75ｍｇ1錠
錠,クロピドグレル硫酸塩,19.7,75ｍｇ1錠
錠,クロピドグレル硫酸塩,31.9,75ｍｇ1錠
錠,クロピドグレル硫酸塩,19.7,75ｍｇ1錠
錠,クロピドグレル硫酸塩,31.9,75ｍｇ1錠
錠,クロピドグレル硫酸塩,31.9,75ｍｇ1錠
錠,クロピドグレル硫酸塩,31.9,75ｍｇ1錠
錠,クロピドグレル硫酸塩,19.7,75ｍｇ1錠
錠,クロピドグレル硫酸塩,34.2,75ｍｇ1錠
錠,クロピドグレル硫酸塩,31.9,75ｍｇ1錠
錠,クロピドグレル硫酸塩,21.4,75ｍｇ1錠
錠,クロピドグレル硫酸塩,35.5,75ｍｇ1錠
錠,クロピドグレル硫酸塩,19.7,75ｍｇ1錠
錠,クロピドグレル硫酸塩,21.4,75ｍｇ1錠
錠,クロピドグレル硫酸塩,19.7,75ｍｇ1錠
錠,クロピドグレル硫酸塩,31.9,75ｍｇ1錠
錠,クロピドグレル硫酸塩,19.1,50ｍｇ1錠
錠,クロピドグレル硫酸塩,17.4,50ｍｇ1錠
錠,クロピドグレル硫酸塩,17.4,50ｍｇ1錠
錠,クロピドグレル硫酸塩,17.4,50ｍｇ1錠
錠,プラスグレル塩酸塩,248.8,3．75ｍｇ1錠
錠,プラスグレル塩酸塩,121.6,3．75ｍｇ1錠
錠,プラスグレル塩酸塩,121.6,3．75ｍｇ1錠
錠,プラスグレル塩酸塩,326,5ｍｇ1錠
錠,プラスグレル塩酸塩,154.2,5ｍｇ1錠
錠,プラスグレル塩酸塩,154.2,5ｍｇ1錠
錠,プラスグレル塩酸塩,178,2．5ｍｇ1錠
錠,プラスグレル塩酸塩,87,2．5ｍｇ1錠
錠,プラスグレル塩酸塩,87,2．5ｍｇ1錠
錠,プラスグレル塩酸塩,999,20ｍｇ1錠
錠,プラスグレル塩酸塩,484.6,20ｍｇ1錠
錠,プラスグレル塩酸塩,484.6,20ｍｇ1錠
錠,ルストロンボパグ,12302.2,3ｍｇ1錠
錠,チカグレロル,94.3,60ｍｇ1錠
錠,チカグレロル,137.5,90ｍｇ1錠
錠,アバトロンボパグマレイン酸塩,7106.6,20ｍｇ1錠
錠,アスピリン・ダイアルミネート,5.9,81ｍｇ1錠
錠,クロピドグレル硫酸塩・アスピリン,58.7,1錠
錠,クロピドグレル硫酸塩・アスピリン,68.9,1錠
錠,クロピドグレル硫酸塩・アスピリン,71.6,1錠
錠,クロピドグレル硫酸塩・アスピリン,68.9,1錠
錠,アスピリン・ランソプラゾール,19.4,1錠
錠,アスピリン・ボノプラザンフマル酸塩,90.1,1錠
錠,ジクロロ酢酸ジイソプロピルアミン,16,10％1ｇ
錠,ジクロロ酢酸ジイソプロピルアミン,6.1,20ｍｇ1錠
錠,チオプロニン,23,100ｍｇ1錠
錠,タウリン,14.8,98％1ｇ
錠,プロパゲルマニウム,136.5,10ｍｇ1カプセル
錠,マラリキシバット塩化物,3888640.7,1％30ｍＬ1瓶
錠,オデビキシバット水和物,29705.1,200μｇ1個
錠,オデビキシバット水和物,89114.7,600μｇ1個
錠,グリチルリチン・ＤＬ－メチオニン配合剤,5.9,1錠
錠,グリチルリチン・ＤＬ－メチオニン配合剤,5.3,1錠
錠,グリチルリチン・ＤＬ－メチオニン配合剤,5.9,1錠
錠,エデト酸カルシウムナトリウム水和物,78.9,500ｍｇ1錠
錠,グルタチオン,30.3,20％1ｇ
錠,グルタチオン,7.2,50ｍｇ1錠
錠,グルタチオン,12.6,100ｍｇ1錠
錠,グルタチオン,10.1,100ｍｇ1錠
錠,ペニシラミン,19,50ｍｇ1カプセル
錠,ペニシラミン,34.4,100ｍｇ1カプセル
錠,ペニシラミン,63.1,200ｍｇ1カプセル
錠,球形吸着炭,37.2,1ｇ
錠,球形吸着炭,48.3,1ｇ
錠,球形吸着炭,74.9,1ｇ
錠,球形吸着炭,23.7,500ｍｇ1錠
錠,ホリナートカルシウム,436,5ｍｇ1錠
錠,ホリナートカルシウム,702.9,25ｍｇ1錠
錠,ホリナートカルシウム,998.6,25ｍｇ1錠
錠,ホリナートカルシウム,381.1,25ｍｇ1錠
錠,ホリナートカルシウム,381.1,25ｍｇ1錠
錠,ホリナートカルシウム,518,25ｍｇ1錠
錠,ホリナートカルシウム,381.1,25ｍｇ1錠
錠,ホリナートカルシウム,428.6,25ｍｇ1錠
錠,ホリナートカルシウム,381.1,25ｍｇ1錠
錠,ホリナートカルシウム,381.1,25ｍｇ1錠
錠,ホリナートカルシウム,381.1,25ｍｇ1錠
錠,トリエンチン塩酸塩,293.3,250ｍｇ1カプセル
錠,アセチルシステイン,91.5,17．6％1ｍＬ
錠,酢酸亜鉛水和物,402.2,5％1ｇ
錠,酢酸亜鉛水和物,188.8,5％1ｇ
錠,酢酸亜鉛水和物,201.1,5％1ｇ
錠,酢酸亜鉛水和物,201.1,25ｍｇ1錠
錠,酢酸亜鉛水和物,88.6,25ｍｇ1錠
錠,酢酸亜鉛水和物,88.6,25ｍｇ1錠
錠,酢酸亜鉛水和物,88.6,25ｍｇ1錠
錠,酢酸亜鉛水和物,321.6,50ｍｇ1錠
錠,酢酸亜鉛水和物,137.7,50ｍｇ1錠
錠,酢酸亜鉛水和物,137.7,50ｍｇ1錠
錠,酢酸亜鉛水和物,137.7,50ｍｇ1錠
錠,デフェラシロクス,478.4,90ｍｇ1包
錠,デフェラシロクス,329.9,90ｍｇ1包
錠,デフェラシロクス,329.9,90ｍｇ1包
錠,デフェラシロクス,1978.5,360ｍｇ1包
錠,デフェラシロクス,1184.7,360ｍｇ1包
錠,デフェラシロクス,1279.4,360ｍｇ1包
