col_13,col_7,col_3,col_4,col_9,col_5,col_11,col_14,col_0,col_12,col_6,col_8,col_10,col_15,row,col_1,col_2
,ベリキューボ錠10ｍｇ,10ｍｇ1錠,,,,,,内用薬,398.7,,バイエル薬品,先発品,錠,2898,2190042F3024,ベルイシグアト
,ビンマックカプセル61ｍｇ,61ｍｇ1カプセル,,,,,,内用薬,35983.7,,ファイザー,先発品,錠,2899,2190043M1025,タファミジス
,ケレンディア錠10ｍｇ,10ｍｇ1錠,,,,,,内用薬,143.9,,バイエル薬品,先発品,錠,2900,2190044F1020,フィネレノン
,ケレンディア錠20ｍｇ,20ｍｇ1錠,,,,,,内用薬,205.8,,バイエル薬品,先発品,錠,2901,2190044F2027,フィネレノン
,フォゼベル錠5ｍｇ,5ｍｇ1錠,,,,,R7.11.1新薬価適用,内用薬,208.3,,協和キリン,先発品,錠,2902,2190045F1025,テナパノル塩酸塩
,フォゼベル錠10ｍｇ,10ｍｇ1錠,,,,,R7.11.1新薬価適用,内用薬,307.8,,協和キリン,先発品,錠,2903,2190045F2021,テナパノル塩酸塩
,フォゼベル錠20ｍｇ,20ｍｇ1錠,,,,,R7.11.1新薬価適用,内用薬,454.7,,協和キリン,先発品,錠,2904,2190045F3028,テナパノル塩酸塩
,フォゼベル錠30ｍｇ,30ｍｇ1錠,,,,,R7.11.1新薬価適用,内用薬,571.2,,協和キリン,先発品,錠,2905,2190045F4024,テナパノル塩酸塩
,ビルタサ懸濁用散分包8．4ｇ,8．4ｇ1包,,,,,,内用薬,949.5,,ゼリア新薬工業,先発品,錠,2906,2190046B1028,パチロマーソルビテクスカルシウム
,カムザイオスカプセル1ｍｇ,1ｍｇ1カプセル,,,,,R7.5.21収載,内用薬,7204,,ブリストル・マイヤーズ　スクイブ,先発品,錠,2907,2190047M1023,マバカムテン
,カムザイオスカプセル2．5ｍｇ,2．5ｍｇ1カプセル,,,,,R7.5.21収載,内用薬,7264.8,,ブリストル・マイヤーズ　スクイブ,先発品,錠,2908,2190047M2020,マバカムテン
,カムザイオスカプセル5ｍｇ,5ｍｇ1カプセル,,,,,R7.5.21収載,内用薬,7410.5,,ブリストル・マイヤーズ　スクイブ,先発品,錠,2909,2190047M3026,マバカムテン
,ビヨントラ錠400ｍｇ,400ｍｇ1錠,,,,,R7.5.21収載,内用薬,8995.9,,アレクシオンファーマ,先発品,錠,2910,2190048F1029,アコラミジス塩酸塩
,カデュエット配合錠1番,1錠,,,,○,,内用薬,35.3,,ヴィアトリス製薬,先発品,錠,2911,2190101F1020,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠1番「ＤＳＥＰ」,1錠,,後発品,,,,内用薬,11.6,,第一三共エスファ,,錠,2912,2190101F1039,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠1番「ＴＣＫ」,1錠,,後発品,,,,内用薬,24,,辰巳化学,,錠,2913,2190101F1063,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠1番「ケミファ」,1錠,,後発品,,,,内用薬,21.3,,日本ケミファ,,錠,2914,2190101F1071,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠1番「サワイ」,1錠,,後発品,,,,内用薬,11.6,,沢井製薬,,錠,2915,2190101F1080,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠1番「サンド」,1錠,,後発品,,,,内用薬,11.6,,サンド,,錠,2916,2190101F1098,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠1番「トーワ」,1錠,,後発品,,,,内用薬,11.6,,東和薬品,,錠,2917,2190101F1101,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠1番「日医工」,1錠,,後発品,,,,内用薬,11.6,,日医工,,錠,2918,2190101F1110,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠1番「ニプロ」,1錠,,後発品,,,,内用薬,11.6,,ニプロ,,錠,2919,2190101F1128,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アムロジピンベシル酸塩・アトルバスタチンカルシウム2番錠,1錠,,後発品,,,,内用薬,16.5,,,,錠,2920,2190102F1017,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,カデュエット配合錠2番,1錠,,,,○,,内用薬,57.3,,ヴィアトリス製薬,先発品,錠,2921,2190102F1025,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠2番「ＤＳＥＰ」,1錠,,後発品,,,,内用薬,18.8,,第一三共エスファ,,錠,2922,2190102F1033,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠2番「ＴＣＫ」,1錠,,後発品,,,,内用薬,20.7,,辰巳化学,,錠,2923,2190102F1068,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠2番「ケミファ」,1錠,,後発品,,,,内用薬,34.2,,日本ケミファ,,錠,2924,2190102F1076,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠2番「サンド」,1錠,,後発品,,,,内用薬,18.8,,サンド,,錠,2925,2190102F1092,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠2番「トーワ」,1錠,,後発品,,,,内用薬,18.8,,東和薬品,,錠,2926,2190102F1106,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠2番「日医工」,1錠,,後発品,,,,内用薬,18.8,,日医工,,錠,2927,2190102F1114,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠2番「ニプロ」,1錠,,後発品,,,,内用薬,18.8,,ニプロ,,錠,2928,2190102F1122,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アムロジピンベシル酸塩・アトルバスタチンカルシウム3番錠,1錠,,後発品,,,,内用薬,14,,,,錠,2929,2190103F1011,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,カデュエット配合錠3番,1錠,,,,○,,内用薬,47.7,,ヴィアトリス製薬,先発品,錠,2930,2190103F1020,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠3番「ＤＳＥＰ」,1錠,,後発品,,,,内用薬,14.8,,第一三共エスファ,,錠,2931,2190103F1038,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠3番「ＴＣＫ」,1錠,,後発品,,,,内用薬,30.6,,辰巳化学,,錠,2932,2190103F1062,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠3番「ケミファ」,1錠,,後発品,,,,内用薬,21.1,,日本ケミファ,,錠,2933,2190103F1070,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠3番「日医工」,1錠,,後発品,,,,内用薬,14.8,,日医工,,錠,2934,2190103F1119,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アムロジピンベシル酸塩・アトルバスタチンカルシウム4番錠,1錠,,後発品,,,,内用薬,20.4,,,,錠,2935,2190104F1016,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,カデュエット配合錠4番,1錠,,,,○,,内用薬,70.2,,ヴィアトリス製薬,先発品,錠,2936,2190104F1024,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠4番「ＤＳＥＰ」,1錠,,後発品,,,,内用薬,21.6,,第一三共エスファ,,錠,2937,2190104F1032,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠4番「ＴＣＫ」,1錠,,後発品,,,,内用薬,47.5,,辰巳化学,,錠,2938,2190104F1067,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠4番「ケミファ」,1錠,,後発品,,,,内用薬,31.7,,日本ケミファ,,錠,2939,2190104F1075,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,アマルエット配合錠4番「日医工」,1錠,,後発品,,,,内用薬,21.6,,日医工,,錠,2940,2190104F1113,アムロジピンベシル酸塩・アトルバスタチンカルシウム水和物
,ユバンシ配合錠,1錠,,,,,,内用薬,13334.9,,ヤンセンファーマ,先発品,錠,2941,2190105F1029,マシテンタン・タダラフィル
,エフェドリン塩酸塩錠,25ｍｇ1錠,局,,,,,内用薬,9.8,,,,錠,2942,2221002F1017,エフェドリン塩酸塩
,エフェドリン塩酸塩,1ｇ,局,,,,,内用薬,107.5,,,,錠,2943,2221002X1012,エフェドリン塩酸塩
,ｄｌ－メチルエフェドリン塩酸塩散10％,10％1ｇ,局,,,,,内用薬,7.7,,,,錠,2944,2221003B2016,ｄｌ－メチルエフェドリン塩酸塩
,メチルエフェドリン散10％「フソー」,10％1ｇ,局,,,,,内用薬,10,,扶桑薬品工業,,錠,2945,2221003B2083,ｄｌ－メチルエフェドリン塩酸塩
,ｄｌ－メチルエフェドリン塩酸塩散10％「メタル」,10％1ｇ,局,,,,,内用薬,10,,中北薬品,,錠,2946,2221003B2199,ｄｌ－メチルエフェドリン塩酸塩
,ノスカピン,1ｇ,局,,,,,内用薬,241.5,,,,錠,2947,2222001A1012,ノスカピン
,メジコン散10％,10％1ｇ,,,,,,内用薬,20.8,,シオノギファーマ,,錠,2948,2223001B1210,デキストロメトルファン臭化水素酸塩水和物
,デキストロメトルファン臭化水素酸塩細粒10％「ツルハラ」,10％1ｇ,,後発品,,,,内用薬,20.8,,鶴原製薬,,錠,2949,2223001C1045,デキストロメトルファン臭化水素酸塩水和物
,メジコン錠15ｍｇ,15ｍｇ1錠,,,,○,,内用薬,8.6,,シオノギファーマ,準先発品,錠,2950,2223001F2099,デキストロメトルファン臭化水素酸塩水和物
,デキストロメトルファン臭化水素酸塩錠15ｍｇ「ＮＰ」,15ｍｇ1錠,,後発品,,,,内用薬,8.6,,ニプロ,,錠,2951,2223001F2137,デキストロメトルファン臭化水素酸塩水和物
,デキストロメトルファン臭化水素酸塩錠15ｍｇ「トーワ」,15ｍｇ1錠,,後発品,,,,内用薬,5.9,,東和薬品,,錠,2952,2223001F2145,デキストロメトルファン臭化水素酸塩水和物
,デキストロメトルファン臭化水素酸塩錠15ｍｇ「ツルハラ」,15ｍｇ1錠,,後発品,,,,内用薬,8.6,,鶴原製薬,,錠,2953,2223001F2153,デキストロメトルファン臭化水素酸塩水和物
,ペントキシベリンクエン酸塩錠15ｍｇ「ツルハラ」,15ｍｇ1錠,,後発品,,,,内用薬,8.3,,鶴原製薬,,錠,2954,2224001F3122,ペントキシベリンクエン酸塩
,アストミン散10％,10％1ｇ,,,,,,内用薬,26.6,,オーファンパシフィック,先発品,錠,2955,2229001B1051,ジメモルファンリン酸塩
,アストミン錠10ｍｇ,10ｍｇ1錠,,,,,,内用薬,6.8,,オーファンパシフィック,先発品,錠,2956,2229001F1053,ジメモルファンリン酸塩
,ジメモルファンリン酸塩錠10ｍｇ「ＴＣＫ」,10ｍｇ1錠,,★,,,,内用薬,6.8,,辰巳化学,,錠,2957,2229001F1070,ジメモルファンリン酸塩
,アストミンシロップ0．25％,0．25％1ｍＬ,,,,,,内用薬,6.9,,オーファンパシフィック,先発品,錠,2958,2229001Q1054,ジメモルファンリン酸塩
,ジメモルファンリン酸塩シロップ小児用0．25％「ＴＣＫ」,0．25％1ｍＬ,,★,,,,内用薬,6.9,,辰巳化学,,錠,2959,2229001Q1070,ジメモルファンリン酸塩
,ジメモルファンリン酸塩ＤＳ小児用2．5％「タカタ」,2．5％1ｇ,,後発品,,,,内用薬,22.7,,高田製薬,,錠,2960,2229001R1033,ジメモルファンリン酸塩
,コルドリン顆粒4．17％,4．17％1ｇ,,,,,,内用薬,22.2,,日本新薬,先発品,錠,2961,2229002D1030,クロフェダノール塩酸塩
,コルドリン錠12．5ｍｇ,12．5ｍｇ1錠,,,,,,内用薬,6.9,,日本新薬,先発品,錠,2962,2229002F1031,クロフェダノール塩酸塩
,フスタゾール糖衣錠10ｍｇ,10ｍｇ1錠,,,,,,内用薬,6.1,,ニプロ,,錠,2963,2229004F1030,クロペラスチン塩酸塩
,フスタゾール散10％,10％1ｇ,,,,,,内用薬,25.1,,ニプロ,,錠,2964,2229006B1038,クロペラスチンフェンジゾ酸塩
,フスタゾール錠小児用2．5ｍｇ,2．5ｍｇ1錠,局,,,,,内用薬,10.4,,ニプロ,,錠,2965,2229006F1030,クロペラスチンフェンジゾ酸塩
,クロフェドリンＳ配合錠,1錠,,,,,,内用薬,7.1,,キョーリンリメディオ,,錠,2966,2229101F1051,鎮咳配合剤
,フスコデ配合錠,1錠,,,,,,内用薬,7.1,,ヴィアトリス・ヘルスケア,,錠,2967,2229101F1060,鎮咳配合剤
R8.3.31まで,クロフェドリンＳ配合シロップ,1ｍＬ,,後発品,,,,内用薬,6.9,,キョーリンリメディオ,,錠,2968,2229102Q1111,鎮咳配合剤
,フスコデ配合シロップ,1ｍＬ,,後発品,,,,内用薬,6.9,,ヴィアトリス・ヘルスケア,,錠,2969,2229102Q1120,鎮咳配合剤
,ムコブロチン配合シロップ,1ｍＬ,,後発品,,,,内用薬,6.9,,東和薬品,,錠,2970,2229102Q1162,鎮咳配合剤
,ライトゲン配合シロップ,1ｍＬ,,,,,,内用薬,6.9,,帝人ファーマ,,錠,2971,2229102Q1170,鎮咳配合剤
,カフコデＮ配合錠,1錠,,,,,,内用薬,8.9,,ヴィアトリス・ヘルスケア,,錠,2972,2229114F2039,ジプロフィリン・ジヒドロコデイン配合剤
,セネガシロップ,10ｍＬ,局,,,,,内用薬,17.9,,,,錠,2973,2231001Q1010,セネガシロップ
,アンモニア・ウイキョウ精,10ｍＬ,局,,,,,内用薬,27.8,,,,錠,2974,2232001X1011,アンモニア・ウイキョウ精
,チスタニン糖衣錠100ｍｇ,100ｍｇ1錠,,,,,,内用薬,6.4,,ニプロ,先発品,錠,2975,2233001F1234,Ｌ－エチルシステイン塩酸塩
,カルボシステイン細粒50％「ツルハラ」,50％1ｇ,,後発品,,,,内用薬,19.6,,鶴原製薬,,錠,2976,2233002C1089,Ｌ－カルボシステイン
,Ｌ－カルボシステイン250ｍｇ錠,250ｍｇ1錠,,★,,,,内用薬,10.4,,,,錠,2977,2233002F1018,Ｌ－カルボシステイン
,ムコダイン錠250ｍｇ,250ｍｇ1錠,局,,,,,内用薬,10.4,,杏林製薬,先発品,錠,2978,2233002F1174,Ｌ－カルボシステイン
,Ｌ－カルボシステイン500ｍｇ錠,500ｍｇ1錠,,★,,,,内用薬,10.4,,,,錠,2979,2233002F2014,Ｌ－カルボシステイン
,ムコダイン錠500ｍｇ,500ｍｇ1錠,局,,,,,内用薬,10.4,,杏林製薬,先発品,錠,2980,2233002F2022,Ｌ－カルボシステイン
,Ｌ－カルボシステイン5％シロップ,5％1ｍＬ,,後発品,,,,内用薬,2.7,,,,錠,2981,2233002Q1019,Ｌ－カルボシステイン
,ムコダインシロップ5％,5％1ｍＬ,,,,○,,内用薬,6.3,,杏林製薬,先発品,錠,2982,2233002Q1035,Ｌ－カルボシステイン
,カルボシステインシロップ小児用5％「トーワ」,5％1ｍＬ,,後発品,,,,内用薬,2.9,,東和薬品,,錠,2983,2233002Q1124,Ｌ－カルボシステイン
,Ｌ－カルボシステイン50％シロップ用,50％1ｇ,,後発品,,,,内用薬,12.5,,,,錠,2984,2233002R2010,Ｌ－カルボシステイン
,ムコダインＤＳ50％,50％1ｇ,,,,○,,内用薬,14.9,,杏林製薬,先発品,錠,2985,2233002R2029,Ｌ－カルボシステイン
,クリアナール錠200ｍｇ,200ｍｇ1錠,局,,,,,内用薬,10.4,,田辺ファーマ,先発品,錠,2986,2233004F1025,フドステイン
,スペリア錠200,200ｍｇ1錠,局,,,,,内用薬,10.4,,久光製薬,先発品,錠,2987,2233004F1033,フドステイン
,クリアナール内用液8％,8％1ｍＬ,,,,,,内用薬,7.1,,同仁医薬化工,先発品,錠,2988,2233004S1023,フドステイン
,スペリア内用液8％,8％1ｍＬ,,,,,,内用薬,8.2,,久光製薬,先発品,錠,2989,2233004S1031,フドステイン
,ブロムヘキシン塩酸塩4ｍｇ錠,4ｍｇ1錠,,後発品,,,,内用薬,5.3,,,,錠,2990,2234001F1010,ブロムヘキシン塩酸塩
,ブロムヘキシン塩酸塩シロップ0．08％「トーワ」,0．08％1ｍＬ,,後発品,,,,内用薬,1.8,,東和薬品,,錠,2991,2234001Q1135,ブロムヘキシン塩酸塩
,アンブロキソール塩酸塩15ｍｇ錠,15ｍｇ1錠,,後発品,,,,内用薬,5.9,,,,錠,2992,2239001F1017,アンブロキソール塩酸塩
,ムコソルバン錠15ｍｇ,15ｍｇ1錠,,,,○,,内用薬,7.7,,帝人ファーマ,先発品,錠,2993,2239001F1696,アンブロキソール塩酸塩
,アンブロキソール塩酸塩45ｍｇ徐放性口腔内崩壊錠,45ｍｇ1錠,,後発品,,,,内用薬,16.1,,,,錠,2994,2239001G1012,アンブロキソール塩酸塩
,ムコソルバンＬ錠45ｍｇ,45ｍｇ1錠,,,,○,,内用薬,26.3,,帝人ファーマ,先発品,錠,2995,2239001G2027,アンブロキソール塩酸塩
,アンブロキソール塩酸塩45ｍｇ徐放カプセル,45ｍｇ1カプセル,,後発品,,,,内用薬,12.2,,,,錠,2996,2239001N1011,アンブロキソール塩酸塩
,アンブロキソール塩酸塩Ｌカプセル45ｍｇ「サワイ」,45ｍｇ1カプセル,,後発品,,,,内用薬,16.1,,沢井製薬,,錠,2997,2239001N1119,アンブロキソール塩酸塩
,アンブロキソール塩酸塩徐放カプセル45ｍｇ「ＺＥ」,45ｍｇ1カプセル,,後発品,,,,内用薬,16.1,,全星薬品工業,,錠,2998,2239001N1178,アンブロキソール塩酸塩
,アンブロキソール塩酸塩0．3％シロップ,0．3％1ｍＬ,,後発品,,,,内用薬,5.4,,,,錠,2999,2239001Q1018,アンブロキソール塩酸塩
,小児用ムコソルバンシロップ0．3％,0．3％1ｍＬ,,,,○,,内用薬,6.9,,帝人ファーマ,先発品,錠,3000,2239001Q1166,アンブロキソール塩酸塩
,アンブロキソール塩酸塩1．5％シロップ用,1．5％1ｇ,,後発品,,,,内用薬,19.4,,,,錠,3001,2239001R1013,アンブロキソール塩酸塩
,小児用ムコソルバンＤＳ1．5％,1．5％1ｇ,,,,○,,内用薬,31.1,,帝人ファーマ,先発品,錠,3002,2239001R1072,アンブロキソール塩酸塩
,アンブロキソール塩酸塩ＤＳ3％「タカタ」,3％1ｇ,,後発品,,,,内用薬,18.7,,高田製薬,,錠,3003,2239001R2052,アンブロキソール塩酸塩
,アンブロキソール塩酸塩0．75％液,0．75％1ｍＬ,,後発品,,,,内用薬,3.4,,,,錠,3004,2239001S1015,アンブロキソール塩酸塩
,ムコソルバン内用液0．75％,0．75％1ｍＬ,,,,○,,内用薬,5.9,,帝人ファーマ,先発品,錠,3005,2239001S1112,アンブロキソール塩酸塩
,アンブロキソール塩酸塩内用液0．75％「ツルハラ」,0．75％1ｍＬ,,★,,,,内用薬,5.9,,鶴原製薬,,錠,3006,2239001S1147,アンブロキソール塩酸塩
,アンブロキソール塩酸塩内用液0．3％「日医工」,0．3％1ｍＬ,,後発品,,,,内用薬,7.4,,日医工,,錠,3007,2239001S2046,アンブロキソール塩酸塩
,キョウニン水,10ｍＬ,局,,,,,内用薬,17.1,,,,錠,3008,2241001X1010,キョウニン水
,キョウニン水　シオエ,10ｍＬ,局,,,,,内用薬,17.9,,シオエ製薬,,錠,3009,2241001X1053,キョウニン水
,キョウニン水〈ハチ〉,10ｍＬ,局,,,,,内用薬,20.2,,東洋製薬化成,,錠,3010,2241001X1070,キョウニン水
,キョウニン水「マルイシ」,10ｍＬ,局,,,,,内用薬,17.9,,丸石製薬,,錠,3011,2241001X1100,キョウニン水
,キョウニン水（山善）,10ｍＬ,局,,,,,内用薬,17.9,※,山善製薬,,錠,3012,2241001X1118,キョウニン水
,サリパラ液,10ｍＬ,,後発品,,,,内用薬,13,,丸石製薬,,錠,3013,2241003S1020,オウヒエキス
,コデインリン酸塩散1％,1％1ｇ,局,,,,,内用薬,7.7,,,,錠,3014,2242001B2017,コデインリン酸塩水和物
,コデインリン酸塩散1％「シオエ」,1％1ｇ,局,,,,,内用薬,8.5,,シオエ製薬,,錠,3015,2242001B2238,コデインリン酸塩水和物
,コデインリン酸塩散1％〈ハチ〉,1％1ｇ,局,,,,,内用薬,8.5,,東洋製薬化成,,錠,3016,2242001B2327,コデインリン酸塩水和物
,コデインリン酸塩散1％「メタル」,1％1ｇ,局,,,,,内用薬,10.5,,中北薬品,,錠,3017,2242001B2343,コデインリン酸塩水和物
,コデインリン酸塩散1％「ホエイ」,1％1ｇ,局,,,,,内用薬,8.5,,ヴィアトリス・ヘルスケア,,錠,3018,2242001B2351,コデインリン酸塩水和物
,コデインリン酸塩錠,5ｍｇ1錠,局,,,,,内用薬,10.4,,,,錠,3019,2242001F1012,コデインリン酸塩水和物
,コデインリン酸塩錠5ｍｇ「ＶＴＲＳ」,5ｍｇ1錠,局,,,,,内用薬,11.7,,ヴィアトリス・ヘルスケア,,錠,3020,2242001F1071,コデインリン酸塩水和物
,ジヒドロコデインリン酸塩散1％,1％1ｇ,局,,,,,内用薬,11.3,,,,錠,3021,2242002B2011,ジヒドロコデインリン酸塩
,レスプレン錠5ｍｇ,5ｍｇ1錠,,,,,,内用薬,6.8,,太陽ファルマ,先発品,錠,3022,2249001F1030,エプラジノン塩酸塩
,レスプレン錠20ｍｇ,20ｍｇ1錠,,,,,,内用薬,10.8,,太陽ファルマ,先発品,錠,3023,2249001F2079,エプラジノン塩酸塩
,レスプレン錠30ｍｇ,30ｍｇ1錠,,,,,,内用薬,9.1,,太陽ファルマ,先発品,錠,3024,2249001F3032,エプラジノン塩酸塩
,アスベリン散10％,10％1ｇ,,,,,,内用薬,17.4,,ニプロ,,錠,3025,2249003B1037,チペピジンヒベンズ酸塩
,チペピジンヒベンズ酸塩錠,10ｍｇ1錠,局,,,,,内用薬,13.1,,,,錠,3026,2249003F1012,チペピジンヒベンズ酸塩
,チペピジンヒベンズ酸塩錠,20ｍｇ1錠,局,,,,,内用薬,13.7,,,,錠,3027,2249003F2019,チペピジンヒベンズ酸塩
,アスベリンシロップ0．5％,0．5％10ｍＬ,,,,,,内用薬,25.5,,ニプロ,,錠,3028,2249003Q1048,チペピジンヒベンズ酸塩
,アスベリンシロップ「調剤用」2％,2％1ｍＬ,,,,,,内用薬,13,,ニプロ,,錠,3029,2249003Q2044,チペピジンヒベンズ酸塩
,アスベリンドライシロップ2％,2％1ｇ,,,,,,内用薬,15.1,,ニプロ,,錠,3030,2249003R1043,チペピジンヒベンズ酸塩
,メジコン配合シロップ,10ｍＬ,,,,,,内用薬,16,,シオノギファーマ,,錠,3031,2249106Q1066,デキストロメトルファン臭化水素酸塩水和物・クレゾールスルホン酸カリウム
,テオドール顆粒20％,20％1ｇ,,,,,,内用薬,13.5,,田辺ファーマ,先発品,錠,3032,2251001D1061,テオフィリン
,テオフィリン50ｍｇ徐放錠,50ｍｇ1錠,,★,,,,内用薬,6.1,,,,錠,3033,2251001F1011,テオフィリン
,テオドール錠50ｍｇ,50ｍｇ1錠,,,,,,内用薬,6.1,,田辺ファーマ,先発品,錠,3034,2251001F1046,テオフィリン
,テオフィリン100ｍｇ徐放錠,100ｍｇ1錠,,後発品,,,,内用薬,5.9,,,,錠,3035,2251001F2018,テオフィリン
,テオロング錠100ｍｇ,100ｍｇ1錠,,★,,,,内用薬,7.5,,エーザイ,,錠,3036,2251001F2050,テオフィリン
,テオドール錠100ｍｇ,100ｍｇ1錠,,,,○,,内用薬,6.1,,田辺ファーマ,先発品,錠,3037,2251001F2115,テオフィリン
,テオフィリン200ｍｇ徐放錠,200ｍｇ1錠,,後発品,,,,内用薬,6.1,,,,錠,3038,2251001F3014,テオフィリン
,テオロング錠200ｍｇ,200ｍｇ1錠,,★,,,,内用薬,11,,エーザイ,,錠,3039,2251001F3049,テオフィリン
,テオドール錠200ｍｇ,200ｍｇ1錠,,,,○,,内用薬,9.3,,田辺ファーマ,先発品,錠,3040,2251001F3081,テオフィリン
,テオフィリン200ｍｇ徐放Ｕ錠,200ｍｇ1錠,,後発品,,,,内用薬,6.1,,,,錠,3041,2251001G1017,テオフィリン
,ユニコン錠200,200ｍｇ1錠,,,,○,,内用薬,12.4,,日医工,先発品,錠,3042,2251001G1025,テオフィリン
,テオフィリン400ｍｇ徐放Ｕ錠,400ｍｇ1錠,,後発品,,,,内用薬,6.1,,,,錠,3043,2251001G2013,テオフィリン
,ユニコン錠400,400ｍｇ1錠,,,,○,,内用薬,12.4,,日医工,先発品,錠,3044,2251001G2021,テオフィリン
,テオフィリン100ｍｇ徐放Ｕ錠,100ｍｇ1錠,,後発品,,,,内用薬,5.9,,,,錠,3045,2251001G3010,テオフィリン
,ユニコン錠100,100ｍｇ1錠,,,,○,,内用薬,9.2,,日医工,先発品,錠,3046,2251001G3036,テオフィリン
,テオフィリン徐放カプセル100ｍｇ「サンド」,100ｍｇ1カプセル,,★,,,,内用薬,7.5,,サンド,,錠,3047,2251001M1061,テオフィリン
,テオフィリン徐放カプセル200ｍｇ「サンド」,200ｍｇ1カプセル,,★,,,,内用薬,12,,サンド,,錠,3048,2251001M2050,テオフィリン
,テオフィリン徐放カプセル50ｍｇ「サンド」,50ｍｇ1カプセル,,★,,,,内用薬,6.1,,サンド,,錠,3049,2251001M3030,テオフィリン
,テオフィリンドライシロップ20％「タカタ」,20％1ｇ,,後発品,,,,内用薬,50.1,,高田製薬,,錠,3050,2251001R1107,テオフィリン
,テオフィリン徐放ドライシロップ小児用20％「サワイ」,20％1ｇ,,後発品,,,,内用薬,30.6,,沢井製薬,,錠,3051,2251001R1123,テオフィリン
,テオフィリン徐放ＤＳ小児用20％「トーワ」,20％1ｇ,,後発品,,,,内用薬,32,,東和薬品,,錠,3052,2251001R1131,テオフィリン
,ブリカニール錠2ｍｇ,2ｍｇ1錠,,,,,,内用薬,6.1,,アストラゼネカ,先発品,錠,3053,2252003F1085,テルブタリン硫酸塩
R8.3.31まで,ブリカニールシロップ0．5ｍｇ／ｍＬ,0．05％1ｍＬ,,,,,,内用薬,6.9,,アストラゼネカ,先発品,錠,3054,2252003Q1035,テルブタリン硫酸塩
,フェノテロール臭化水素酸塩ＤＳ小児用0．5％「タカタ」,0．5％1ｇ,,後発品,,,,内用薬,34.5,,高田製薬,,錠,3055,2252006R2057,フェノテロール臭化水素酸塩
,サルブタモール錠2ｍｇ「日医工」,2ｍｇ1錠,,後発品,,,,内用薬,5.7,,日医工,,錠,3056,2254001F1102,サルブタモール硫酸塩
,ベネトリンシロップ0．04％,0．04％1ｍＬ,,,,,,内用薬,5.8,,グラクソ・スミスクライン,先発品,錠,3057,2254001Q1073,サルブタモール硫酸塩
,ホクナリン錠1ｍｇ,1ｍｇ1錠,,,,,,内用薬,9.6,,ヴィアトリス製薬,先発品,錠,3058,2259002F1065,ツロブテロール塩酸塩
R8.3.31まで,ツロブテロール塩酸塩0．1％シロップ用,0．1％1ｇ,,後発品,,,,内用薬,6.7,,,,錠,3059,2259002R1010,ツロブテロール塩酸塩
,ホクナリンドライシロップ0．1％小児用,0．1％1ｇ,,,,,,内用薬,10.3,,ヴィアトリス製薬,先発品,錠,3060,2259002R1061,ツロブテロール塩酸塩
,イノリン散1％,1％1ｇ,,,,,,内用薬,22.7,,ニプロ,先発品,錠,3061,2259003B1041,トリメトキノール塩酸塩水和物
,イノリンシロップ0．1％,0．1％1ｍＬ,,,,,,内用薬,6.9,,ニプロ,先発品,錠,3062,2259003Q1095,トリメトキノール塩酸塩水和物
,メプチンミニ錠25μｇ,0．025ｍｇ1錠,,,,,,内用薬,8.6,,大塚製薬,先発品,錠,3063,2259004F1110,プロカテロール塩酸塩水和物
