excel_品名,薬価,reason
塩化カルシウム水和物,17.1,not in dosing_master.csv
リン酸水素カルシウム水和物,15.8,not in dosing_master.csv
デノタスチュアブル配合錠,11.3,not in dosing_master.csv
ヨウ化カリウム,7.7,not in dosing_master.csv
ヨウ化カリウム「コザカイ・Ｍ」,11.3,not in dosing_master.csv
ヨウ化カリウム「ニッコー」,14.5,not in dosing_master.csv
ヨウ化カリウム（山善）,8.1,not in dosing_master.csv
ヨウ化カリウム丸５０ｍｇ「日医工」,5.9,not in dosing_master.csv
ヨウレチン散０．０２％,7.9,not in dosing_master.csv
ヨウレチン錠「１００」,6.1,not in dosing_master.csv
フェロ・グラデュメット錠１０５ｍｇ,6.1,not in dosing_master.csv
インクレミンシロップ５％,6.4,not in dosing_master.csv
フェロミア顆粒８．３％,9.4,not in dosing_master.csv
クエン酸第一鉄ナトリウム顆粒８．３％「ツルハラ」,9.8,not in dosing_master.csv
クエン酸第一鉄ナトリウム鉄５０ｍｇ錠,5.9,not in dosing_master.csv
フェロミア錠５０ｍｇ,6.1,not in dosing_master.csv
クエン酸第一鉄Ｎａ錠５０ｍｇ「ＪＧ」,6.2,not in dosing_master.csv
クエン酸第一鉄Ｎａ錠５０ｍｇ「サワイ」,6.2,not in dosing_master.csv
塩化カリウム,7.8,not in dosing_master.csv
塩化カリウム「フソー」,13.7,not in dosing_master.csv
塩化カリウム徐放錠６００ｍｇ「Ｓｔ」,6.1,not in dosing_master.csv
Ｋ．Ｃ．Ｌ．エリキシル（１０ｗ／ｖ％）,14.9,not in dosing_master.csv
酢酸カリウム液「司生堂」,5.9,not in dosing_master.csv
アスパラカリウム散５０％,6.7,not in dosing_master.csv
アスパラカリウム錠３００ｍｇ,6.1,not in dosing_master.csv
グルコンサンＫ細粒４ｍＥｑ／ｇ,6.7,not in dosing_master.csv
グルコンサンＫ錠２．５ｍＥｑ,6.1,not in dosing_master.csv
グルコンサンＫ錠５ｍＥｑ,6.9,not in dosing_master.csv
ジンタス錠５０ｍｇ,232.9,not in dosing_master.csv
ソリタ－Ｔ配合顆粒２号,34.1,not in dosing_master.csv
ソリタ－Ｔ配合顆粒３号,33.9,not in dosing_master.csv
アスパラ配合錠,6.1,not in dosing_master.csv
ホスリボン配合顆粒,71.1,not in dosing_master.csv
ブドウ糖,7.7,not in dosing_master.csv
ブドウ糖「コザカイ・Ｍ」,8.9,not in dosing_master.csv
ブドウ糖「ニッコー」,13.2,not in dosing_master.csv
果糖,9.4,not in dosing_master.csv
アミユー配合顆粒,62.9,not in dosing_master.csv
ＥＳポリタミン配合顆粒,25.2,not in dosing_master.csv
イソロイシン・ロイシン・バリン４．７４ｇ顆粒,53.2,not in dosing_master.csv
リーバクト配合顆粒,134.0,not in dosing_master.csv
リーバクト配合経口ゼリー,164.6,not in dosing_master.csv
エレンタール配合内用剤,58.6,not in dosing_master.csv
エレンタールＰ乳幼児用配合内用剤,86.7,not in dosing_master.csv
アミノレバンＥＮ配合散,88.8,not in dosing_master.csv
エンシュア・リキッド,7.1,not in dosing_master.csv
ヘパンＥＤ配合内用剤,42.3,not in dosing_master.csv
エンシュア・Ｈ,9.1,not in dosing_master.csv
ツインラインＮＦ配合経腸用液,9.1,not in dosing_master.csv
ラコールＮＦ配合経腸用液,10.7,not in dosing_master.csv
ラコールＮＦ配合経腸用半固形剤,10.7,not in dosing_master.csv
エネーボ配合経腸用液,8.3,not in dosing_master.csv
イノラス配合経腸用液,14.1,not in dosing_master.csv
イノソリッド配合経腸用半固形剤,14.4,not in dosing_master.csv
マルツエキス分包（高田）,6.5,not in dosing_master.csv
フェニルアラニン除去ミルク配合散「雪印」,14.3,not in dosing_master.csv
ロイシン・イソロイシン・バリン除去ミルク配合散「雪印」,14.3,not in dosing_master.csv
ブドウ酒,21.3,not in dosing_master.csv
ブドウ酒（中北）,32.0,not in dosing_master.csv
アドナ散１０％,32.5,not in dosing_master.csv
カルバゾクロムスルホン酸ナトリウム１０％細粒,8.0,not in dosing_master.csv
アドナ錠１０ｍｇ,6.1,not in dosing_master.csv
カルバゾクロムスルホン酸ナトリウム錠１０ｍｇ「日医工」,5.3,not in dosing_master.csv
カルバゾクロムスルホン酸ナトリウム３０ｍｇ錠,6.1,not in dosing_master.csv
アドナ錠３０ｍｇ,7.7,not in dosing_master.csv
カルバゾクロムスルホン酸Ｎａ錠３０ｍｇ「ツルハラ」,8.9,not in dosing_master.csv
ゼラチン,17.4,not in dosing_master.csv
精製ゼラチン,17.4,not in dosing_master.csv
トロンビン１０，０００単位１ｇ細粒,1268.6,not in dosing_master.csv
経口用トロンビン細粒１万単位,1268.6,not in dosing_master.csv
トロンビン５，０００単位０．５ｇ細粒,680.3,not in dosing_master.csv
経口用トロンビン細粒５千単位,845.4,not in dosing_master.csv
トランサミン散５０％,10.3,not in dosing_master.csv
トラネキサム酸２５０ｍｇ錠,10.4,not in dosing_master.csv
トランサミン錠２５０ｍｇ,10.4,not in dosing_master.csv
トランサミン錠５００ｍｇ,11.9,not in dosing_master.csv
トラネキサム酸錠５００ｍｇ「ＹＤ」,11.4,not in dosing_master.csv
トラネキサム酸２５０ｍｇカプセル,10.4,not in dosing_master.csv
トランサミンカプセル２５０ｍｇ,10.4,not in dosing_master.csv
トランサミンシロップ５％,4.5,not in dosing_master.csv
トラネキサム酸シロップ５％「ＮＩＧ」,3.6,not in dosing_master.csv
ワルファリンＫ細粒０．２％「ＮＳ」,19.6,not in dosing_master.csv
ワーファリン顆粒０．２％,19.6,not in dosing_master.csv
ワルファリンカリウム錠,10.4,not in dosing_master.csv
ワルファリンＫ錠１ｍｇ「ＮＩＧ」,12.5,not in dosing_master.csv
ワルファリンカリウム錠,10.4,not in dosing_master.csv
ワルファリンカリウム錠,10.4,not in dosing_master.csv
ワルファリンＫ錠０．５ｍｇ「ＮＩＧ」,14.7,not in dosing_master.csv
ワルファリンカリウム錠,10.4,not in dosing_master.csv
プラザキサカプセル７５ｍｇ,122.4,not in dosing_master.csv
プラザキサカプセル１１０ｍｇ,216.3,not in dosing_master.csv
リクシアナ錠１５ｍｇ,224.7,not in dosing_master.csv
リクシアナ錠３０ｍｇ,411.3,not in dosing_master.csv
リクシアナ錠６０ｍｇ,416.8,not in dosing_master.csv
リクシアナＯＤ錠１５ｍｇ,224.7,not in dosing_master.csv
リクシアナＯＤ錠３０ｍｇ,411.3,not in dosing_master.csv
リクシアナＯＤ錠６０ｍｇ,416.8,not in dosing_master.csv
イグザレルト細粒分包１０ｍｇ,373.3,not in dosing_master.csv
イグザレルト細粒分包１５ｍｇ,480.3,not in dosing_master.csv
イグザレルト錠１０ｍｇ,331.6,not in dosing_master.csv
リバーロキサバン錠１０ｍｇ「サワイ」,161.3,not in dosing_master.csv
リバーロキサバン錠１０ｍｇ「バイエル」,161.3,not in dosing_master.csv
イグザレルト錠１５ｍｇ,437.2,not in dosing_master.csv
リバーロキサバン錠１５ｍｇ「サワイ」,226.7,not in dosing_master.csv
リバーロキサバン錠１５ｍｇ「バイエル」,226.7,not in dosing_master.csv
イグザレルトＯＤ錠１０ｍｇ,331.6,not in dosing_master.csv
リバーロキサバンＯＤ錠１０ｍｇ「ＪＧ」,161.3,not in dosing_master.csv
リバーロキサバンＯＤ錠１０ｍｇ「ＴＣＫ」,161.3,not in dosing_master.csv
リバーロキサバンＯＤ錠１０ｍｇ「サワイ」,161.3,not in dosing_master.csv
リバーロキサバンＯＤ錠１０ｍｇ「トーワ」,161.3,not in dosing_master.csv
リバーロキサバンＯＤ錠１０ｍｇ「日医工」,161.3,not in dosing_master.csv
リバーロキサバンＯＤ錠１０ｍｇ「ニプロ」,161.3,not in dosing_master.csv
リバーロキサバンＯＤ錠１０ｍｇ「バイエル」,161.3,not in dosing_master.csv
イグザレルトＯＤ錠１５ｍｇ,442.3,not in dosing_master.csv
リバーロキサバンＯＤ錠１５ｍｇ「ＪＧ」,226.7,not in dosing_master.csv
リバーロキサバンＯＤ錠１５ｍｇ「ＴＣＫ」,226.7,not in dosing_master.csv
リバーロキサバンＯＤ錠１５ｍｇ「サワイ」,226.7,not in dosing_master.csv
リバーロキサバンＯＤ錠１５ｍｇ「トーワ」,226.7,not in dosing_master.csv
リバーロキサバンＯＤ錠１５ｍｇ「日医工」,226.7,not in dosing_master.csv
リバーロキサバンＯＤ錠１５ｍｇ「ニプロ」,226.7,not in dosing_master.csv
リバーロキサバンＯＤ錠１５ｍｇ「バイエル」,226.7,not in dosing_master.csv
イグザレルト錠２．５ｍｇ,120.1,not in dosing_master.csv
イグザレルトドライシロップ小児用５１．７ｍｇ,5705.2,not in dosing_master.csv
イグザレルトドライシロップ小児用１０３．４ｍｇ,9199.1,not in dosing_master.csv
エリキュース錠２．５ｍｇ,114.7,not in dosing_master.csv
エリキュース錠５ｍｇ,207.0,not in dosing_master.csv
パナルジン細粒１０％,32.5,not in dosing_master.csv
チクロピジン塩酸塩１００ｍｇ錠,10.4,not in dosing_master.csv
パナルジン錠１００ｍｇ,12.0,not in dosing_master.csv
プレタール散２０％,163.8,not in dosing_master.csv
シロスタゾール５０ｍｇ錠,10.4,not in dosing_master.csv
シロスタゾール錠５０ｍｇ「ケミファ」,14.5,not in dosing_master.csv
シロスタゾール１００ｍｇ錠,12.6,not in dosing_master.csv
シロスタゾール錠１００ｍｇ「ケミファ」,24.4,not in dosing_master.csv
シロスタゾール錠１００ｍｇ「ＶＴＲＳ」,24.4,not in dosing_master.csv
シロスタゾール５０ｍｇ口腔内崩壊錠,10.4,not in dosing_master.csv
プレタールＯＤ錠５０ｍｇ,19.1,not in dosing_master.csv
シロスタゾールＯＤ錠５０ｍｇ「タカタ」,14.5,not in dosing_master.csv
シロスタゾールＯＤ錠５０ｍｇ「ケミファ」,14.5,not in dosing_master.csv
シロスタゾール１００ｍｇ口腔内崩壊錠,12.6,not in dosing_master.csv
プレタールＯＤ錠１００ｍｇ,30.2,not in dosing_master.csv
シロスタゾールＯＤ錠１００ｍｇ「タカタ」,24.4,not in dosing_master.csv
シロスタゾールＯＤ錠１００ｍｇ「ケミファ」,24.4,not in dosing_master.csv
シロスタゾールＯＤ錠１００ｍｇ「ＶＴＲＳ」,24.4,not in dosing_master.csv
シロスタゾール内服ゼリー５０ｍｇ「ＥＥ」,37.1,not in dosing_master.csv
シロスタゾール内服ゼリー１００ｍｇ「ＥＥ」,44.7,not in dosing_master.csv
リマプロスト　アルファデクス５μｇ錠,9.9,not in dosing_master.csv
オパルモン錠５μｇ,19.3,not in dosing_master.csv
リマプロストアルファデクス錠５μｇ「ＳＮ」,18.3,not in dosing_master.csv
イコサペント酸エチル３００ｍｇカプセル,12.5,not in dosing_master.csv
エパデールカプセル３００,22.0,not in dosing_master.csv
イコサペント酸エチルカプセル３００ｍｇ「サワイ」,14.6,not in dosing_master.csv
イコサペント酸エチルカプセル３００ｍｇ「杏林」,14.6,not in dosing_master.csv
イコサペント酸エチル３００ｍｇ粒状カプセル,15.1,not in dosing_master.csv
エパデールＳ３００,21.1,not in dosing_master.csv
イコサペント酸エチル６００ｍｇ粒状カプセル,29.4,not in dosing_master.csv
エパデールＳ６００,35.7,not in dosing_master.csv
イコサペント酸エチル９００ｍｇ粒状カプセル,41.2,not in dosing_master.csv
エパデールＳ９００,46.2,not in dosing_master.csv
ベラプロストナトリウム２０μｇ錠,12.8,not in dosing_master.csv
ドルナー錠２０μｇ,20.8,not in dosing_master.csv
プロサイリン錠２０,22.4,not in dosing_master.csv
ベラプロストＮａ錠２０μｇ「サワイ」,21.2,not in dosing_master.csv
ベラプロストＮａ錠４０μｇ「ＹＤ」,35.8,not in dosing_master.csv
ベラプロストＮａ錠４０μｇ「トーワ」,35.8,not in dosing_master.csv
ベラプロストＮａ錠４０μｇ「ＮＩＧ」,35.8,not in dosing_master.csv
アンプラーグ細粒１０％,79.6,not in dosing_master.csv
サルポグレラート塩酸塩５０ｍｇ錠,17.9,not in dosing_master.csv
アンプラーグ錠５０ｍｇ,34.1,not in dosing_master.csv
サルポグレラート塩酸塩錠５０ｍｇ「ケミファ」,27.5,not in dosing_master.csv
サルポグレラート塩酸塩錠５０ｍｇ「サワイ」,28.5,not in dosing_master.csv
サルポグレラート塩酸塩１００ｍｇ錠,28.6,not in dosing_master.csv
アンプラーグ錠１００ｍｇ,52.6,not in dosing_master.csv
サルポグレラート塩酸塩錠１００ｍｇ「ケミファ」,34.2,not in dosing_master.csv
サルポグレラート塩酸塩錠１００ｍｇ「サワイ」,34.2,not in dosing_master.csv
アスピリン１００ｍｇ腸溶錠,5.9,not in dosing_master.csv
クロピドグレル硫酸塩２５ｍｇ錠,10.4,not in dosing_master.csv
プラビックス錠２５ｍｇ,26.3,not in dosing_master.csv
クロピドグレル錠２５ｍｇ「ＪＧ」,12.7,not in dosing_master.csv
クロピドグレル錠２５ｍｇ「ＳＡＮＩＫ」,14.8,not in dosing_master.csv
クロピドグレル錠２５ｍｇ「ＴＣＫ」,14.8,not in dosing_master.csv
クロピドグレル錠２５ｍｇ「科研」,14.8,not in dosing_master.csv
クロピドグレル錠２５ｍｇ「ケミファ」,14.8,not in dosing_master.csv
クロピドグレル錠２５ｍｇ「サワイ」,14.8,not in dosing_master.csv
クロピドグレル錠２５ｍｇ「サンド」,12.7,not in dosing_master.csv
クロピドグレル錠２５ｍｇ「ツルハラ」,15.2,not in dosing_master.csv
クロピドグレル錠２５ｍｇ「トーワ」,12.7,not in dosing_master.csv
クロピドグレル錠２５ｍｇ「明治」,16.0,not in dosing_master.csv
クロピドグレル錠２５ｍｇ「ＮＰ」,16.0,not in dosing_master.csv
プラビックス錠７５ｍｇ,58.2,not in dosing_master.csv
クロピドグレル錠７５ｍｇ「ＪＧ」,31.9,not in dosing_master.csv
クロピドグレル錠７５ｍｇ「ＳＡＮＩＫ」,31.9,not in dosing_master.csv
クロピドグレル錠７５ｍｇ「ＴＣＫ」,31.9,not in dosing_master.csv
クロピドグレル錠７５ｍｇ「ＹＤ」,19.7,not in dosing_master.csv
クロピドグレル錠７５ｍｇ「科研」,31.9,not in dosing_master.csv
クロピドグレル錠７５ｍｇ「杏林」,19.7,not in dosing_master.csv
クロピドグレル錠７５ｍｇ「ケミファ」,31.9,not in dosing_master.csv
クロピドグレル錠７５ｍｇ「サワイ」,31.9,not in dosing_master.csv
クロピドグレル錠７５ｍｇ「サンド」,31.9,not in dosing_master.csv
クロピドグレル錠７５ｍｇ「三和」,19.7,not in dosing_master.csv
クロピドグレル錠７５ｍｇ「ツルハラ」,34.2,not in dosing_master.csv
クロピドグレル錠７５ｍｇ「トーワ」,31.9,not in dosing_master.csv
クロピドグレル錠７５ｍｇ「日新」,21.4,not in dosing_master.csv
クロピドグレル錠７５ｍｇ「明治」,35.5,not in dosing_master.csv
クロピドグレル錠７５ｍｇ「フェルゼン」,19.7,not in dosing_master.csv
クロピドグレル錠７５ｍｇ「クニヒロ」,21.4,not in dosing_master.csv
クロピドグレル錠７５ｍｇ「ＶＴＲＳ」,19.7,not in dosing_master.csv
クロピドグレル錠７５ｍｇ「ＮＰ」,31.9,not in dosing_master.csv
クロピドグレル錠５０ｍｇ「ＴＣＫ」,19.1,not in dosing_master.csv
クロピドグレル錠５０ｍｇ「サワイ」,17.4,not in dosing_master.csv
クロピドグレル錠５０ｍｇ「明治」,17.4,not in dosing_master.csv
クロピドグレル錠５０ｍｇ「ＮＰ」,17.4,not in dosing_master.csv
エフィエント錠３．７５ｍｇ,248.8,not in dosing_master.csv
プラスグレル錠３．７５ｍｇ「ＤＳＥＰ」,121.6,not in dosing_master.csv
プラスグレル錠３．７５ｍｇ「トーワ」,121.6,not in dosing_master.csv
エフィエント錠５ｍｇ,326.0,not in dosing_master.csv
プラスグレル錠５ｍｇ「ＤＳＥＰ」,154.2,not in dosing_master.csv
プラスグレル錠５ｍｇ「トーワ」,154.2,not in dosing_master.csv
エフィエント錠２．５ｍｇ,178.0,not in dosing_master.csv
プラスグレル錠２．５ｍｇ「ＤＳＥＰ」,87.0,not in dosing_master.csv
プラスグレル錠２．５ｍｇ「トーワ」,87.0,not in dosing_master.csv
エフィエントＯＤ錠２０ｍｇ,999.0,not in dosing_master.csv
プラスグレルＯＤ錠２０ｍｇ「ＤＳＥＰ」,484.6,not in dosing_master.csv
プラスグレルＯＤ錠２０ｍｇ「トーワ」,484.6,not in dosing_master.csv
ムルプレタ錠３ｍｇ,12302.2,not in dosing_master.csv
ブリリンタ錠６０ｍｇ,94.3,not in dosing_master.csv
ブリリンタ錠９０ｍｇ,137.5,not in dosing_master.csv
ドプテレット錠２０ｍｇ,7106.6,not in dosing_master.csv
アスピリン・ダイアルミネートＡ８１錠,5.9,not in dosing_master.csv
コンプラビン配合錠,58.7,not in dosing_master.csv
ロレアス配合錠「ＮＳ」,68.9,not in dosing_master.csv
ロレアス配合錠「ＳＡＮＩＫ」,71.6,not in dosing_master.csv
ロレアス配合錠「杏林」,68.9,not in dosing_master.csv
タケルダ配合錠,19.4,not in dosing_master.csv
キャブピリン配合錠,90.1,not in dosing_master.csv
リバオール散１０％,16.0,not in dosing_master.csv
リバオール錠２０ｍｇ,6.1,not in dosing_master.csv
チオラ錠１００,23.0,not in dosing_master.csv
タウリン散９８％「大正」,14.8,not in dosing_master.csv
セロシオンカプセル１０,136.5,not in dosing_master.csv
リブマーリ内用液１０ｍｇ／ｍＬ,3888640.7,not in dosing_master.csv
ビルベイ顆粒２００μｇ,29705.1,not in dosing_master.csv
ビルベイ顆粒６００μｇ,89114.7,not in dosing_master.csv
グリチロン配合錠,5.9,not in dosing_master.csv
ニチファーゲン配合錠,5.3,not in dosing_master.csv
ネオファーゲンＣ配合錠,5.9,not in dosing_master.csv
ブライアン錠５００ｍｇ,78.9,not in dosing_master.csv
タチオン散２０％,30.3,not in dosing_master.csv
タチオン錠５０ｍｇ,7.2,not in dosing_master.csv
タチオン錠１００ｍｇ,12.6,not in dosing_master.csv
グルタチオン錠１００ｍｇ「ツルハラ」,10.1,not in dosing_master.csv
メタルカプターゼカプセル５０ｍｇ,19.0,not in dosing_master.csv
メタルカプターゼカプセル１００ｍｇ,34.4,not in dosing_master.csv
メタルカプターゼカプセル２００ｍｇ,63.1,not in dosing_master.csv
球形吸着炭細粒,37.2,not in dosing_master.csv
クレメジン細粒分包２ｇ,48.3,not in dosing_master.csv
球形吸着炭細粒分包２ｇ「日医工」,74.9,not in dosing_master.csv
クレメジン速崩錠５００ｍｇ,23.7,not in dosing_master.csv
ロイコボリン錠５ｍｇ,436.0,not in dosing_master.csv
ユーゼル錠２５ｍｇ,702.9,not in dosing_master.csv
ロイコボリン錠２５ｍｇ,998.6,not in dosing_master.csv
ホリナート錠２５ｍｇ「タイホウ」,381.1,not in dosing_master.csv
ホリナート錠２５ｍｇ「ＤＳＥＰ」,381.1,not in dosing_master.csv
ホリナート錠２５ｍｇ「ＪＧ」,518.0,not in dosing_master.csv
ホリナート錠２５ｍｇ「ＮＫ」,381.1,not in dosing_master.csv
ホリナート錠２５ｍｇ「オーハラ」,428.6,not in dosing_master.csv
ホリナート錠２５ｍｇ「サワイ」,381.1,not in dosing_master.csv
ホリナート錠２５ｍｇ「トーワ」,381.1,not in dosing_master.csv
ホリナート錠２５ｍｇ「ＮＩＧ」,381.1,not in dosing_master.csv
メタライト２５０カプセル,293.3,not in dosing_master.csv
アセチルシステイン内用液１７．６％「あゆみ」,91.5,not in dosing_master.csv
ノベルジン顆粒５％,402.2,not in dosing_master.csv
酢酸亜鉛顆粒５％「サワイ」,188.8,not in dosing_master.csv
酢酸亜鉛顆粒５％「ノーベル」,201.1,not in dosing_master.csv
ノベルジン錠２５ｍｇ,201.1,not in dosing_master.csv
酢酸亜鉛錠２５ｍｇ「サワイ」,88.6,not in dosing_master.csv
酢酸亜鉛錠２５ｍｇ「ノーベル」,88.6,not in dosing_master.csv
酢酸亜鉛錠２５ｍｇ「ケミファ」,88.6,not in dosing_master.csv
ノベルジン錠５０ｍｇ,321.6,not in dosing_master.csv
酢酸亜鉛錠５０ｍｇ「サワイ」,137.7,not in dosing_master.csv
酢酸亜鉛錠５０ｍｇ「ノーベル」,137.7,not in dosing_master.csv
酢酸亜鉛錠５０ｍｇ「ケミファ」,137.7,not in dosing_master.csv
ジャドニュ顆粒分包９０ｍｇ,478.4,not in dosing_master.csv
デフェラシロクス顆粒分包９０ｍｇ「サンド」,329.9,not in dosing_master.csv
デフェラシロクス顆粒分包９０ｍｇ「サワイ」,329.9,not in dosing_master.csv
ジャドニュ顆粒分包３６０ｍｇ,1978.5,not in dosing_master.csv
デフェラシロクス顆粒分包３６０ｍｇ「サンド」,1184.7,not in dosing_master.csv
デフェラシロクス顆粒分包３６０ｍｇ「サワイ」,1279.4,not in dosing_master.csv
ニシスタゴンカプセル５０ｍｇ,218.9,not in dosing_master.csv
ニシスタゴンカプセル１５０ｍｇ,573.5,not in dosing_master.csv
シアナマイド内用液１％「タナベ」,5.1,not in dosing_master.csv
ノックビン原末,140.7,not in dosing_master.csv
コルヒチン錠０．５ｍｇ「タカタ」,9.6,not in dosing_master.csv
プロベネシド錠,18.7,not in dosing_master.csv
アロプリノール１００ｍｇ錠,8.0,not in dosing_master.csv
ザイロリック錠１００,11.8,not in dosing_master.csv
アロプリノール錠１００ｍｇ「ＤＳＰ」,10.4,not in dosing_master.csv
アロプリノール錠１００ｍｇ「ニプロ」,10.4,not in dosing_master.csv
アロプリノール５０ｍｇ錠,10.4,not in dosing_master.csv
ザイロリック錠５０,10.4,not in dosing_master.csv
ベンズブロマロン２５ｍｇ錠,6.1,not in dosing_master.csv
ユリノーム錠２５ｍｇ,8.0,not in dosing_master.csv
ベンズブロマロン５０ｍｇ錠,6.1,not in dosing_master.csv
ユリノーム錠５０ｍｇ,11.0,not in dosing_master.csv
フェブキソスタット１０ｍｇ錠,6.1,not in dosing_master.csv
フェブリク錠１０ｍｇ,14.2,not in dosing_master.csv
フェブキソスタット錠１０ｍｇ「ＪＧ」,6.1,not in dosing_master.csv
フェブキソスタット錠１０ｍｇ「ケミファ」,6.1,not in dosing_master.csv
フェブキソスタット錠１０ｍｇ「トーワ」,6.1,not in dosing_master.csv
フェブキソスタット錠１０ｍｇ「明治」,6.1,not in dosing_master.csv
フェブキソスタット２０ｍｇ錠,10.4,not in dosing_master.csv
フェブリク錠２０ｍｇ,27.7,not in dosing_master.csv
フェブキソスタット錠２０ｍｇ「ＪＧ」,10.4,not in dosing_master.csv
フェブキソスタット錠２０ｍｇ「ケミファ」,10.4,not in dosing_master.csv
フェブキソスタット錠２０ｍｇ「トーワ」,10.4,not in dosing_master.csv
フェブキソスタット錠２０ｍｇ「明治」,10.4,not in dosing_master.csv
フェブリク錠４０ｍｇ,48.8,not in dosing_master.csv
フェブキソスタット錠４０ｍｇ「ＡＦＰ」,17.3,not in dosing_master.csv
フェブキソスタット錠４０ｍｇ「ＤＳＥＰ」,17.3,not in dosing_master.csv
フェブキソスタット錠４０ｍｇ「ＪＧ」,17.3,not in dosing_master.csv
フェブキソスタット錠４０ｍｇ「ＴＣＫ」,17.3,not in dosing_master.csv
フェブキソスタット錠４０ｍｇ「ＹＤ」,17.3,not in dosing_master.csv
フェブキソスタット錠４０ｍｇ「杏林」,17.3,not in dosing_master.csv
フェブキソスタット錠４０ｍｇ「ケミファ」,17.3,not in dosing_master.csv
フェブキソスタット錠４０ｍｇ「サワイ」,17.3,not in dosing_master.csv
フェブキソスタット錠４０ｍｇ「トーワ」,17.3,not in dosing_master.csv
フェブキソスタット錠４０ｍｇ「日新」,17.3,not in dosing_master.csv
フェブキソスタット錠４０ｍｇ「ニプロ」,17.3,not in dosing_master.csv
フェブキソスタット錠４０ｍｇ「明治」,17.3,not in dosing_master.csv
フェブキソスタット１０ｍｇ口腔内崩壊錠,6.1,not in dosing_master.csv
フェブキソスタット２０ｍｇ口腔内崩壊錠,10.4,not in dosing_master.csv
フェブキソスタットＯＤ錠４０ｍｇ「ＮＰＩ」,17.3,not in dosing_master.csv
フェブキソスタットＯＤ錠４０ｍｇ「ケミファ」,17.3,not in dosing_master.csv
フェブキソスタットＯＤ錠４０ｍｇ「日新」,18.2,not in dosing_master.csv
フェブキソスタットＯＤ錠４０ｍｇ「明治」,18.2,not in dosing_master.csv
ウリアデック錠２０ｍｇ,15.4,not in dosing_master.csv
トピロリック錠２０ｍｇ,15.3,not in dosing_master.csv
ウリアデック錠４０ｍｇ,28.1,not in dosing_master.csv
トピロリック錠４０ｍｇ,29.7,not in dosing_master.csv
ウリアデック錠６０ｍｇ,41.3,not in dosing_master.csv
トピロリック錠６０ｍｇ,41.2,not in dosing_master.csv
ユリス錠０．５ｍｇ,23.2,not in dosing_master.csv
ユリス錠１ｍｇ,42.4,not in dosing_master.csv
ユリス錠２ｍｇ,75.6,not in dosing_master.csv
クエン酸カリウム・クエン酸ナトリウム散,6.7,not in dosing_master.csv
ウラリット－Ｕ配合散,10.9,not in dosing_master.csv
クエンメット配合散,9.7,not in dosing_master.csv
クエン酸カリウム・クエン酸ナトリウム錠,6.1,not in dosing_master.csv
ウラリット配合錠,6.5,not in dosing_master.csv
グリベンクラミド１．２５ｍｇ錠,5.9,not in dosing_master.csv
オイグルコン錠１．２５ｍｇ,6.1,not in dosing_master.csv
グリベンクラミド２．５ｍｇ錠,5.9,not in dosing_master.csv
オイグルコン錠２．５ｍｇ,8.2,not in dosing_master.csv
クロルプロパミド錠,9.8,not in dosing_master.csv
トルブタミド錠,8.7,not in dosing_master.csv
トルブタミド錠,9.8,not in dosing_master.csv
トルブタミド,14.1,not in dosing_master.csv
グリクラジド４０ｍｇ錠,6.1,not in dosing_master.csv
グリミクロン錠４０ｍｇ,9.3,not in dosing_master.csv
グリクラジド２０ｍｇ錠,5.9,not in dosing_master.csv
グリミクロンＨＡ錠２０ｍｇ,7.4,not in dosing_master.csv
グリクラジド錠２０ｍｇ「サワイ」,6.1,not in dosing_master.csv
グリメピリド１ｍｇ錠,10.4,not in dosing_master.csv
アマリール１ｍｇ錠,10.4,not in dosing_master.csv
グリメピリド３ｍｇ錠,10.4,not in dosing_master.csv
アマリール３ｍｇ錠,18.7,not in dosing_master.csv
グリメピリド０．５ｍｇ錠,10.1,not in dosing_master.csv
アマリール０．５ｍｇ錠,10.4,not in dosing_master.csv
グリメピリド１ｍｇ口腔内崩壊錠,10.4,not in dosing_master.csv
グリメピリドＯＤ錠１ｍｇ「ケミファ」,12.6,not in dosing_master.csv
グリメピリド３ｍｇ口腔内崩壊錠,10.4,not in dosing_master.csv
グリメピリドＯＤ錠３ｍｇ「ケミファ」,23.7,not in dosing_master.csv
グリメピリド０．５ｍｇ口腔内崩壊錠,10.1,not in dosing_master.csv
グリコラン錠２５０ｍｇ,10.1,not in dosing_master.csv
メトホルミン塩酸塩錠２５０ｍｇ「ＳＮ」,10.1,not in dosing_master.csv
メトホルミン塩酸塩２５０ｍｇＭＴ錠,10.4,not in dosing_master.csv
メトグルコ錠２５０ｍｇ,10.4,not in dosing_master.csv
メトホルミン塩酸塩５００ｍｇＭＴ錠,10.4,not in dosing_master.csv
メトグルコ錠５００ｍｇ,10.4,not in dosing_master.csv
アカルボース錠５０ｍｇ「サワイ」,10.8,not in dosing_master.csv
アカルボース錠５０ｍｇ「ＮＩＧ」,7.3,not in dosing_master.csv
アカルボース錠１００ｍｇ「サワイ」,19.3,not in dosing_master.csv
アカルボース錠１００ｍｇ「ＮＩＧ」,12.8,not in dosing_master.csv
ボグリボース０．２ｍｇ錠,10.4,not in dosing_master.csv
ベイスン錠０．２,14.5,not in dosing_master.csv
ボグリボース０．３ｍｇ錠,10.4,not in dosing_master.csv
ベイスン錠０．３,14.9,not in dosing_master.csv
ボグリボース０．２ｍｇ口腔内崩壊錠,10.4,not in dosing_master.csv
